_id,Reference area,Source,Time,Value
322,Cape Verde,LFS - Inquérito Multi-Objectivo Contínuo Estatísticas do Emprego e Mercado de Trabalho,2019,46
323,Cayman Islands,PC - Population Census,2010,41.89999999999999857891452847979962825775146484375
324,Cayman Islands,LFS - Labour Force Survey,2011,43.7000000000000028421709430404007434844970703125
325,Cayman Islands,LFS - Labour Force Survey,2012,42.39999999999999857891452847979962825775146484375
326,Cayman Islands,LFS - Labour Force Survey,2013,39
327,Cayman Islands,LFS - Labour Force Survey,2014,38.10000000000000142108547152020037174224853515625
328,Cayman Islands,LFS - Labour Force Survey,2015,42.39999999999999857891452847979962825775146484375
329,Chile,HS - Encuesta de Caracterización Socioeconómica Nacional,2009,33.2999999999999971578290569595992565155029296875
330,Chile,LFS - Encuesta Nacional de Empleo,2010,23.800000000000000710542735760100185871124267578125
331,Chile,LFS - Encuesta Nacional de Empleo,2011,23.60000000000000142108547152020037174224853515625
332,Chile,LFS - Encuesta Nacional de Empleo,2012,24
333,Chile,LFS - Encuesta Nacional de Empleo,2013,25
334,Chile,LFS - Encuesta Nacional de Empleo,2014,26.89999999999999857891452847979962825775146484375
335,Chile,LFS - Encuesta Nacional de Empleo,2015,27.39999999999999857891452847979962825775146484375
336,Chile,LFS - Encuesta Nacional de Empleo,2016,27.39999999999999857891452847979962825775146484375
337,Chile,LFS - Encuesta Nacional de Empleo,2017,26.5
338,Chile,LFS - Encuesta Nacional de Empleo,2018,27.300000000000000710542735760100185871124267578125
339,Chile,LFS - Encuesta Nacional de Empleo,2019,29.89999999999999857891452847979962825775146484375
340,Chile,LFS - Encuesta Nacional de Empleo,2020,27.39999999999999857891452847979962825775146484375
341,Comoros,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2014,25.60000000000000142108547152020037174224853515625
342,Congo,LFS - Enquête sur l'emploi et le secteur informel,2009,69.400000000000005684341886080801486968994140625
343,"Congo, Democratic Republic of the","LFS - Enquête 1-2-3 sur l'Emploi, le Secteur Informel et les Conditions de Vie des Ménages",2012,20.199999999999999289457264239899814128875732421875
344,Cook Islands,PC - Population Census,2011,47.5
345,Cook Islands,HIES - Household Income and Expenditure Survey,2016,42.2999999999999971578290569595992565155029296875
346,Cook Islands,LFS - Labour Force Survey,2019,59.7999999999999971578290569595992565155029296875
347,Costa Rica,HS - Encuesta de Hogares de Propósitos Múltiples,2009,30.39999999999999857891452847979962825775146484375
348,Costa Rica,HS - Encuesta Nacional de Hogares,2010,30
349,Costa Rica,HS - Encuesta Nacional de Hogares,2011,35.2000000000000028421709430404007434844970703125
350,Costa Rica,HS - Encuesta Nacional de Hogares,2012,28.699999999999999289457264239899814128875732421875
351,Costa Rica,HS - Encuesta Nacional de Hogares,2013,36.7999999999999971578290569595992565155029296875
352,Costa Rica,HS - Encuesta Nacional de Hogares,2014,31.89999999999999857891452847979962825775146484375
353,Costa Rica,HS - Encuesta Nacional de Hogares,2015,28.699999999999999289457264239899814128875732421875
354,Costa Rica,HS - Encuesta Nacional de Hogares,2016,34.60000000000000142108547152020037174224853515625
355,Costa Rica,HS - Encuesta Nacional de Hogares,2017,36.7999999999999971578290569595992565155029296875
356,Costa Rica,HS - Encuesta Nacional de Hogares,2018,33.89999999999999857891452847979962825775146484375
357,Costa Rica,HS - Encuesta Nacional de Hogares,2019,41
358,Costa Rica,HS - Encuesta Nacional de Hogares,2020,40.2000000000000028421709430404007434844970703125
359,Croatia,LFS - EU Labour Force Survey,2009,25.199999999999999289457264239899814128875732421875
360,Croatia,LFS - EU Labour Force Survey,2010,25.800000000000000710542735760100185871124267578125
361,Croatia,LFS - EU Labour Force Survey,2011,23.89999999999999857891452847979962825775146484375
362,Croatia,LFS - EU Labour Force Survey,2012,26.10000000000000142108547152020037174224853515625
363,Croatia,LFS - EU Labour Force Survey,2013,24.39999999999999857891452847979962825775146484375
364,Croatia,LFS - EU Labour Force Survey,2014,23.199999999999999289457264239899814128875732421875
365,Croatia,LFS - EU Labour Force Survey,2015,26.699999999999999289457264239899814128875732421875
366,Croatia,LFS - EU Labour Force Survey,2016,29.89999999999999857891452847979962825775146484375
367,Croatia,LFS - EU Labour Force Survey,2017,29.10000000000000142108547152020037174224853515625
368,Croatia,LFS - EU Labour Force Survey,2018,30
369,Croatia,LFS - EU Labour Force Survey,2019,26.39999999999999857891452847979962825775146484375
370,Croatia,LFS - EU Labour Force Survey,2020,28.39999999999999857891452847979962825775146484375
371,Cuba,LFS - Encuesta Nacional de Ocupación,2009,32.5
372,Cuba,LFS - Encuesta Nacional de Ocupación,2010,38.10000000000000142108547152020037174224853515625
373,Curaçao,LFS - Labour Force Survey,2018,42.39999999999999857891452847979962825775146484375
374,Curaçao,LFS - Labour Force Survey,2020,51
375,Cyprus,LFS - EU Labour Force Survey,2009,12.199999999999999289457264239899814128875732421875
376,Cyprus,LFS - EU Labour Force Survey,2010,13.800000000000000710542735760100185871124267578125
377,Cyprus,LFS - EU Labour Force Survey,2011,15
378,Cyprus,LFS - EU Labour Force Survey,2012,15.800000000000000710542735760100185871124267578125
379,Cyprus,LFS - EU Labour Force Survey,2013,18.89999999999999857891452847979962825775146484375
380,Cyprus,LFS - EU Labour Force Survey,2014,17.300000000000000710542735760100185871124267578125
381,Cyprus,LFS - EU Labour Force Survey,2015,22.800000000000000710542735760100185871124267578125
382,Cyprus,LFS - EU Labour Force Survey,2016,25.699999999999999289457264239899814128875732421875
383,Cyprus,LFS - EU Labour Force Survey,2017,20.699999999999999289457264239899814128875732421875
384,Cyprus,LFS - EU Labour Force Survey,2018,17
385,Cyprus,LFS - EU Labour Force Survey,2019,21.300000000000000710542735760100185871124267578125
386,Cyprus,LFS - EU Labour Force Survey,2020,24.199999999999999289457264239899814128875732421875
387,Czechia,LFS - EU Labour Force Survey,2009,29
388,Czechia,LFS - EU Labour Force Survey,2010,27.699999999999999289457264239899814128875732421875
389,Czechia,LFS - EU Labour Force Survey,2011,25.800000000000000710542735760100185871124267578125
390,Czechia,LFS - EU Labour Force Survey,2012,26.199999999999999289457264239899814128875732421875
391,Czechia,LFS - EU Labour Force Survey,2013,27.199999999999999289457264239899814128875732421875
392,Czechia,LFS - EU Labour Force Survey,2014,27.89999999999999857891452847979962825775146484375
393,Czechia,LFS - EU Labour Force Survey,2015,29.5
394,Czechia,LFS - EU Labour Force Survey,2016,25.39999999999999857891452847979962825775146484375
395,Czechia,LFS - EU Labour Force Survey,2017,24.60000000000000142108547152020037174224853515625
396,Czechia,LFS - EU Labour Force Survey,2018,26.800000000000000710542735760100185871124267578125
397,Czechia,LFS - EU Labour Force Survey,2019,26.800000000000000710542735760100185871124267578125
398,Czechia,LFS - EU Labour Force Survey,2020,27.800000000000000710542735760100185871124267578125
399,Côte d'Ivoire,LFS - Enquête Nationale sur la Situacion de l'Emploi,2016,16.60000000000000142108547152020037174224853515625
400,Côte d'Ivoire,LFS - Enquête Régionale Intégrée sur l'Emploi et le Secteur Informel,2017,56.89999999999999857891452847979962825775146484375
401,Denmark,LFS - EU Labour Force Survey,2009,24.60000000000000142108547152020037174224853515625
402,Denmark,LFS - EU Labour Force Survey,2010,21.89999999999999857891452847979962825775146484375
403,Denmark,LFS - EU Labour Force Survey,2011,27.800000000000000710542735760100185871124267578125
404,Denmark,LFS - EU Labour Force Survey,2012,28.39999999999999857891452847979962825775146484375
405,Denmark,LFS - EU Labour Force Survey,2013,26.699999999999999289457264239899814128875732421875
406,Denmark,LFS - EU Labour Force Survey,2014,26
407,Denmark,LFS - EU Labour Force Survey,2015,26.300000000000000710542735760100185871124267578125
408,Denmark,LFS - EU Labour Force Survey,2016,27.5
409,Denmark,LFS - EU Labour Force Survey,2017,26.300000000000000710542735760100185871124267578125
410,Denmark,LFS - EU Labour Force Survey,2018,26.10000000000000142108547152020037174224853515625
411,Denmark,LFS - EU Labour Force Survey,2019,26.800000000000000710542735760100185871124267578125
412,Denmark,LFS - EU Labour Force Survey,2020,27.89999999999999857891452847979962825775146484375
413,Djibouti,HS - Enquête Djiboutienne auprès des Ménages,2017,12.300000000000000710542735760100185871124267578125
414,Dominican Republic,LFS - Encuesta Nacional de Fuerza de Trabajo,2009,31.10000000000000142108547152020037174224853515625
415,Dominican Republic,LFS - Encuesta Nacional de Fuerza de Trabajo,2010,34.2000000000000028421709430404007434844970703125
416,Dominican Republic,LFS - Encuesta Nacional de Fuerza de Trabajo,2011,42.5
417,Dominican Republic,LFS - Encuesta Nacional de Fuerza de Trabajo,2012,40.89999999999999857891452847979962825775146484375
418,Dominican Republic,LFS - Encuesta Nacional de Fuerza de Trabajo,2013,36.89999999999999857891452847979962825775146484375
419,Dominican Republic,LFS - Encuesta Nacional de Fuerza de Trabajo,2014,35.2999999999999971578290569595992565155029296875
420,Dominican Republic,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2015,37.2000000000000028421709430404007434844970703125
421,Dominican Republic,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2016,36.60000000000000142108547152020037174224853515625
422,Dominican Republic,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2017,41.10000000000000142108547152020037174224853515625
423,Dominican Republic,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2018,40.7000000000000028421709430404007434844970703125
424,Dominican Republic,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2019,40.39999999999999857891452847979962825775146484375
425,Dominican Republic,LFS - Encuesta Nacional Continua de Fuerza de Trabajo,2020,38.2000000000000028421709430404007434844970703125
426,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2009,32.2000000000000028421709430404007434844970703125
427,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2010,32.5
428,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2011,40.10000000000000142108547152020037174224853515625
429,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2012,38.5
430,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2013,35.39999999999999857891452847979962825775146484375
431,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2014,34.60000000000000142108547152020037174224853515625
432,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2015,32.89999999999999857891452847979962825775146484375
433,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2016,35.39999999999999857891452847979962825775146484375
434,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2017,34.7999999999999971578290569595992565155029296875
435,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2018,35.7000000000000028421709430404007434844970703125
436,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2019,36.39999999999999857891452847979962825775146484375
437,Ecuador,"LFS - Encuesta Nacional de Empleo, Desempleo y SubEmpleo",2020,38.60000000000000142108547152020037174224853515625
438,Egypt,LFS - Labour Force Sample Survey,2009,14
439,Egypt,LFS - Labour Force Sample Survey,2010,13.9000000000000003552713678800500929355621337890625
440,Egypt,LFS - Labour Force Sample Survey,2011,13.5
441,Egypt,LFS - Labour Force Sample Survey,2012,9.699999999999999289457264239899814128875732421875
442,Egypt,LFS - Labour Force Sample Survey,2013,7.0999999999999996447286321199499070644378662109375
443,Egypt,LFS - Labour Force Sample Survey,2015,6.4000000000000003552713678800500929355621337890625
444,Egypt,LFS - Labour Force Sample Survey,2016,7.0999999999999996447286321199499070644378662109375
445,Egypt,LFS - Labour Force Sample Survey,2017,6.4000000000000003552713678800500929355621337890625
446,Egypt,LFS - Labour Force Sample Survey,2018,7.4000000000000003552713678800500929355621337890625
447,Egypt,LFS - Labour Force Sample Survey,2019,7.0999999999999996447286321199499070644378662109375
448,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2009,37.89999999999999857891452847979962825775146484375
449,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2010,29
450,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2011,35.7999999999999971578290569595992565155029296875
451,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2012,37.10000000000000142108547152020037174224853515625
452,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2013,43.5
453,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2014,38.2000000000000028421709430404007434844970703125
454,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2015,40.89999999999999857891452847979962825775146484375
455,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2016,35.2999999999999971578290569595992565155029296875
456,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2017,32.39999999999999857891452847979962825775146484375
457,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2018,35.39999999999999857891452847979962825775146484375
458,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2019,44.2999999999999971578290569595992565155029296875
459,El Salvador,HS - Encuesta de Hogares de Propósitos Múltiples,2020,46.7000000000000028421709430404007434844970703125
460,Estonia,LFS - EU Labour Force Survey,2009,35.2999999999999971578290569595992565155029296875
461,Estonia,LFS - EU Labour Force Survey,2010,36.10000000000000142108547152020037174224853515625
462,Estonia,LFS - EU Labour Force Survey,2011,35.39999999999999857891452847979962825775146484375
463,Estonia,LFS - EU Labour Force Survey,2012,31.800000000000000710542735760100185871124267578125
464,Estonia,LFS - EU Labour Force Survey,2013,33.39999999999999857891452847979962825775146484375
465,Estonia,LFS - EU Labour Force Survey,2014,32.60000000000000142108547152020037174224853515625
466,Estonia,LFS - EU Labour Force Survey,2015,30.699999999999999289457264239899814128875732421875
467,Estonia,LFS - EU Labour Force Survey,2016,36.2000000000000028421709430404007434844970703125
468,Estonia,LFS - EU Labour Force Survey,2017,38.5
469,Estonia,LFS - EU Labour Force Survey,2018,36.10000000000000142108547152020037174224853515625
470,Estonia,LFS - EU Labour Force Survey,2019,37.2000000000000028421709430404007434844970703125
471,Estonia,LFS - EU Labour Force Survey,2020,37.39999999999999857891452847979962825775146484375
472,Eswatini,LFS - Labour Force Survey,2016,43.39999999999999857891452847979962825775146484375
473,Ethiopia,LFS - National Labor Force Survey,2013,26.5
474,Fiji,"LFS - Employment, Unemployment Survey",2011,31.5
475,Fiji,"LFS - Employment, Unemployment Survey",2014,30.39999999999999857891452847979962825775146484375
476,Fiji,"LFS - Employment, Unemployment Survey",2016,38.89999999999999857891452847979962825775146484375
477,Finland,LFS - EU Labour Force Survey,2009,29.699999999999999289457264239899814128875732421875
478,Finland,LFS - EU Labour Force Survey,2010,30.39999999999999857891452847979962825775146484375
479,Finland,LFS - EU Labour Force Survey,2011,32
480,Finland,LFS - EU Labour Force Survey,2012,29.699999999999999289457264239899814128875732421875
481,Finland,LFS - EU Labour Force Survey,2013,29.60000000000000142108547152020037174224853515625
482,Finland,LFS - EU Labour Force Survey,2014,33.7000000000000028421709430404007434844970703125
483,Finland,LFS - EU Labour Force Survey,2015,33.2999999999999971578290569595992565155029296875
484,Finland,LFS - EU Labour Force Survey,2016,34.10000000000000142108547152020037174224853515625
485,Finland,LFS - EU Labour Force Survey,2017,31.300000000000000710542735760100185871124267578125
486,Finland,LFS - EU Labour Force Survey,2018,31.800000000000000710542735760100185871124267578125
487,Finland,LFS - EU Labour Force Survey,2019,36.89999999999999857891452847979962825775146484375
488,Finland,LFS - EU Labour Force Survey,2020,37.5
489,France,LFS - EU Labour Force Survey,2009,38.10000000000000142108547152020037174224853515625
490,France,LFS - EU Labour Force Survey,2010,38.5
491,France,LFS - EU Labour Force Survey,2011,39.2999999999999971578290569595992565155029296875
492,France,LFS - EU Labour Force Survey,2012,39.2999999999999971578290569595992565155029296875
493,France,LFS - EU Labour Force Survey,2013,36
494,France,LFS - EU Labour Force Survey,2014,32.7000000000000028421709430404007434844970703125
495,France,LFS - EU Labour Force Survey,2015,31.800000000000000710542735760100185871124267578125
496,France,LFS - EU Labour Force Survey,2016,33.10000000000000142108547152020037174224853515625
497,France,LFS - EU Labour Force Survey,2017,33.39999999999999857891452847979962825775146484375
498,France,LFS - EU Labour Force Survey,2018,34.39999999999999857891452847979962825775146484375
499,France,LFS - EU Labour Force Survey,2019,34.7000000000000028421709430404007434844970703125
500,France,LFS - EU Labour Force Survey,2020,35.5
501,Gambia,LFS - Labour Force Survey,2012,33.7999999999999971578290569595992565155029296875
502,Gambia,LFS - Labour Force Survey,2018,17.39999999999999857891452847979962825775146484375
503,Georgia,HS - Integrated Household Survey,2009,30
504,Georgia,HS - Integrated Household Survey,2010,29.800000000000000710542735760100185871124267578125
505,Georgia,HS - Integrated Household Survey,2011,33.5
506,Georgia,HS - Integrated Household Survey,2012,31
507,Georgia,HS - Integrated Household Survey,2013,32.7999999999999971578290569595992565155029296875
508,Georgia,HS - Integrated Household Survey,2014,33.7999999999999971578290569595992565155029296875
509,Georgia,HS - Integrated Household Survey,2015,38.7999999999999971578290569595992565155029296875
510,Georgia,HS - Integrated Household Survey,2016,44.2000000000000028421709430404007434844970703125
511,Georgia,LFS - Labour Force Survey,2017,32
512,Georgia,LFS - Labour Force Survey,2018,35.7000000000000028421709430404007434844970703125
513,Georgia,LFS - Labour Force Survey,2019,36.7000000000000028421709430404007434844970703125
514,Georgia,LFS - Labour Force Survey,2020,36.10000000000000142108547152020037174224853515625
515,Germany,LFS - EU Labour Force Survey,2009,29.699999999999999289457264239899814128875732421875
516,Germany,LFS - EU Labour Force Survey,2010,29.89999999999999857891452847979962825775146484375
517,Germany,LFS - EU Labour Force Survey,2011,30.300000000000000710542735760100185871124267578125
518,Germany,LFS - EU Labour Force Survey,2012,28.60000000000000142108547152020037174224853515625
519,Germany,LFS - EU Labour Force Survey,2013,28.89999999999999857891452847979962825775146484375
520,Germany,LFS - EU Labour Force Survey,2014,29
521,Germany,LFS - EU Labour Force Survey,2015,29.300000000000000710542735760100185871124267578125
522,Germany,LFS - EU Labour Force Survey,2016,29.300000000000000710542735760100185871124267578125
523,Germany,LFS - EU Labour Force Survey,2017,29.199999999999999289457264239899814128875732421875
524,Germany,LFS - EU Labour Force Survey,2018,29.39999999999999857891452847979962825775146484375
525,Germany,LFS - EU Labour Force Survey,2019,29.39999999999999857891452847979962825775146484375
526,Germany,LFS - EU Labour Force Survey,2020,28.10000000000000142108547152020037174224853515625
527,Ghana,PC - Population Census,2010,50.39999999999999857891452847979962825775146484375
528,Ghana,HIES - Living Standards Survey,2013,40.7999999999999971578290569595992565155029296875
529,Ghana,LFS - Labour Force Survey,2015,41.7999999999999971578290569595992565155029296875
530,Ghana,HIES - Living Standards Survey,2017,33.7000000000000028421709430404007434844970703125
531,Greece,LFS - EU Labour Force Survey,2009,30.10000000000000142108547152020037174224853515625
532,Greece,LFS - EU Labour Force Survey,2010,30.199999999999999289457264239899814128875732421875
533,Greece,LFS - EU Labour Force Survey,2011,23.60000000000000142108547152020037174224853515625
534,Greece,LFS - EU Labour Force Survey,2012,26
535,Greece,LFS - EU Labour Force Survey,2013,28.800000000000000710542735760100185871124267578125
536,Greece,LFS - EU Labour Force Survey,2014,28.300000000000000710542735760100185871124267578125
537,Greece,LFS - EU Labour Force Survey,2015,25.699999999999999289457264239899814128875732421875
538,Greece,LFS - EU Labour Force Survey,2016,25.5
539,Greece,LFS - EU Labour Force Survey,2017,29.800000000000000710542735760100185871124267578125
540,Greece,LFS - EU Labour Force Survey,2018,27.5
541,Greece,LFS - EU Labour Force Survey,2019,28
542,Greece,LFS - EU Labour Force Survey,2020,29.39999999999999857891452847979962825775146484375
543,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2010,57.5
544,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2011,58.2000000000000028421709430404007434844970703125
545,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2012,44.7999999999999971578290569595992565155029296875
546,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2013,35
547,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2014,34.5
548,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2015,31.800000000000000710542735760100185871124267578125
549,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2016,44.60000000000000142108547152020037174224853515625
550,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2017,29.699999999999999289457264239899814128875732421875
551,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2018,34.10000000000000142108547152020037174224853515625
552,Guatemala,LFS - Encuesta Nacional de Empleo e Ingresos,2019,36.7999999999999971578290569595992565155029296875
553,Guinea,LFS - Enquête Nationale sur l'Emploi et le Secteur Informel,2019,23.39999999999999857891452847979962825775146484375
554,Guyana,LFS - Labour Force Survey,2018,40.5
555,Guyana,LFS - Labour Force Survey,2019,46.7999999999999971578290569595992565155029296875
556,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2009,60.89999999999999857891452847979962825775146484375
557,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2010,56.2000000000000028421709430404007434844970703125
558,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2011,57.10000000000000142108547152020037174224853515625
559,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2012,59.5
560,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2013,61.2999999999999971578290569595992565155029296875
561,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2014,59.89999999999999857891452847979962825775146484375
562,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2015,49.10000000000000142108547152020037174224853515625
563,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2016,47
564,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2017,48.39999999999999857891452847979962825775146484375
565,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2018,51.39999999999999857891452847979962825775146484375
566,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2019,50.89999999999999857891452847979962825775146484375
567,Honduras,HS - Encuesta Permanente de Hogares de Propósitos Múltiples,2020,40.10000000000000142108547152020037174224853515625
568,"Hong Kong, China",LFS - General Household Survey,2009,29.89999999999999857891452847979962825775146484375
569,"Hong Kong, China",LFS - General Household Survey,2010,30.699999999999999289457264239899814128875732421875
570,"Hong Kong, China",LFS - General Household Survey,2011,32.2000000000000028421709430404007434844970703125
571,"Hong Kong, China",LFS - General Household Survey,2012,32.89999999999999857891452847979962825775146484375
572,"Hong Kong, China",LFS - General Household Survey,2013,31
573,"Hong Kong, China",LFS - General Household Survey,2014,33.5
574,"Hong Kong, China",LFS - General Household Survey,2015,33.10000000000000142108547152020037174224853515625
575,"Hong Kong, China",LFS - General Household Survey,2016,32.5
576,"Hong Kong, China",LFS - General Household Survey,2017,35.2000000000000028421709430404007434844970703125
577,"Hong Kong, China",LFS - General Household Survey,2018,34.2999999999999971578290569595992565155029296875
578,"Hong Kong, China",LFS - General Household Survey,2019,35
579,"Hong Kong, China",LFS - General Household Survey,2020,36.60000000000000142108547152020037174224853515625
580,Hungary,LFS - EU Labour Force Survey,2009,36.2000000000000028421709430404007434844970703125
581,Hungary,LFS - EU Labour Force Survey,2010,36.5
582,Hungary,LFS - EU Labour Force Survey,2011,40.39999999999999857891452847979962825775146484375
583,Hungary,LFS - EU Labour Force Survey,2012,38.89999999999999857891452847979962825775146484375
584,Hungary,LFS - EU Labour Force Survey,2013,40.7999999999999971578290569595992565155029296875
585,Hungary,LFS - EU Labour Force Survey,2014,39.7999999999999971578290569595992565155029296875
586,Hungary,LFS - EU Labour Force Survey,2015,40.5
587,Hungary,LFS - EU Labour Force Survey,2016,39.39999999999999857891452847979962825775146484375
588,Hungary,LFS - EU Labour Force Survey,2017,39.39999999999999857891452847979962825775146484375
589,Hungary,LFS - EU Labour Force Survey,2018,38.60000000000000142108547152020037174224853515625
590,Hungary,LFS - EU Labour Force Survey,2019,38.89999999999999857891452847979962825775146484375
591,Hungary,LFS - EU Labour Force Survey,2020,39.2000000000000028421709430404007434844970703125
592,Iceland,LFS - EU Labour Force Survey,2009,33.60000000000000142108547152020037174224853515625
593,Iceland,LFS - EU Labour Force Survey,2010,34.2999999999999971578290569595992565155029296875
594,Iceland,LFS - EU Labour Force Survey,2011,39.7999999999999971578290569595992565155029296875
595,Iceland,LFS - EU Labour Force Survey,2012,39.89999999999999857891452847979962825775146484375
596,Iceland,LFS - EU Labour Force Survey,2013,37.60000000000000142108547152020037174224853515625
597,Iceland,LFS - EU Labour Force Survey,2014,37.2000000000000028421709430404007434844970703125
598,Iceland,LFS - EU Labour Force Survey,2015,38.2000000000000028421709430404007434844970703125
599,Iceland,LFS - EU Labour Force Survey,2016,34.2000000000000028421709430404007434844970703125
600,Iceland,LFS - EU Labour Force Survey,2017,32.39999999999999857891452847979962825775146484375
601,Iceland,LFS - EU Labour Force Survey,2018,41.5
602,Iceland,LFS - EU Labour Force Survey,2019,41.89999999999999857891452847979962825775146484375
603,Iceland,LFS - EU Labour Force Survey,2020,38.60000000000000142108547152020037174224853515625
604,India,HS - National Sample Survey,2010,12.199999999999999289457264239899814128875732421875
605,India,HS - National Sample Survey,2012,12.9000000000000003552713678800500929355621337890625
606,India,LFS - Periodic Labour Force Survey,2018,13.699999999999999289457264239899814128875732421875
607,India,LFS - Periodic Labour Force Survey,2019,14.5999999999999996447286321199499070644378662109375
608,India,LFS - Periodic Labour Force Survey,2020,17.60000000000000142108547152020037174224853515625
609,Indonesia,LFS - National Labour Force Survey,2009,19.199999999999999289457264239899814128875732421875
610,Indonesia,LFS - National Labour Force Survey,2010,20.89999999999999857891452847979962825775146484375
611,Indonesia,LFS - National Labour Force Survey,2012,19.300000000000000710542735760100185871124267578125
612,Indonesia,LFS - National Labour Force Survey,2013,21.60000000000000142108547152020037174224853515625
613,Indonesia,LFS - National Labour Force Survey,2014,23.5
614,Indonesia,LFS - National Labour Force Survey,2015,22.39999999999999857891452847979962825775146484375
615,Indonesia,LFS - National Labour Force Survey,2016,44.7999999999999971578290569595992565155029296875
616,Indonesia,LFS - National Labour Force Survey,2017,27.5
617,Indonesia,LFS - National Labour Force Survey,2019,29.699999999999999289457264239899814128875732421875
618,Indonesia,LFS - National Labour Force Survey,2020,32.7000000000000028421709430404007434844970703125
619,"Iran, Islamic Republic of",LFS - Labour Force Survey,2009,11.800000000000000710542735760100185871124267578125
620,"Iran, Islamic Republic of",LFS - Labour Force Survey,2010,14.5999999999999996447286321199499070644378662109375
621,"Iran, Islamic Republic of",LFS - Labour Force Survey,2011,14
622,"Iran, Islamic Republic of",LFS - Labour Force Survey,2012,17.10000000000000142108547152020037174224853515625
623,"Iran, Islamic Republic of",LFS - Labour Force Survey,2013,15.199999999999999289457264239899814128875732421875
624,"Iran, Islamic Republic of",LFS - Labour Force Survey,2014,18.199999999999999289457264239899814128875732421875
625,"Iran, Islamic Republic of",LFS - Labour Force Survey,2015,16.39999999999999857891452847979962825775146484375
626,"Iran, Islamic Republic of",LFS - Labour Force Survey,2016,17.300000000000000710542735760100185871124267578125
627,"Iran, Islamic Republic of",LFS - Labour Force Survey,2017,19.10000000000000142108547152020037174224853515625
628,"Iran, Islamic Republic of",LFS - Labour Force Survey,2018,20.5
629,"Iran, Islamic Republic of",LFS - Labour Force Survey,2019,18.89999999999999857891452847979962825775146484375
630,"Iran, Islamic Republic of",LFS - Labour Force Survey,2020,18
631,Iraq,HIES - Household Socio-Economic Survey,2012,21.800000000000000710542735760100185871124267578125
632,Ireland,LFS - EU Labour Force Survey,2009,39.5
633,Ireland,LFS - EU Labour Force Survey,2010,39.10000000000000142108547152020037174224853515625
634,Ireland,LFS - EU Labour Force Survey,2011,33.7999999999999971578290569595992565155029296875
